ID,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
23366,1899,3,2,Suburb,1972,204067.7503251906
23367,1977,5,2,Suburb,2021,202670.9328415608
23368,2268,2,1,Rural,1975,136884.20223203255
23369,1548,3,1,Suburb,1964,130555.14727380149
23370,2790,2,1,Suburb,2002,199887.05541737768
23371,2366,5,2,Suburb,1962,275693.034212645
23372,1884,2,1,Suburb,2004,181858.75766236367
23373,2737,2,1,Urban,1995,272211.79418376327
23374,1801,2,3,Rural,2006,163422.33318399527
23375,2043,2,2,Urban,1980,232656.98099326217
23376,2107,5,3,Suburb,2010,271725.63391481485
23377,1246,4,3,Rural,2000,181705.50824421665
23378,1833,4,3,Suburb,1979,252816.18995067803
23379,2374,2,3,Rural,1952,294932.2152057963
23380,2763,4,2,Suburb,2007,305410.4193057856
23381,2868,5,3,Urban,1960,370316.9340427611
23382,2339,3,1,Urban,1998,247872.38124886216
23383,2808,5,1,Urban,2016,246507.0441168939
23384,2719,4,3,Urban,1989,318503.1785079084
23385,1962,3,2,Urban,1998,179270.6241682887
23386,1642,5,2,Rural,1981,150385.59738917224
23387,2506,4,2,Urban,1957,199439.1247158721
23388,2610,2,2,Urban,1987,330711.9141022563
23389,1821,3,3,Suburb,1988,206957.5099230765
23390,2054,4,3,Rural,1967,214487.4597521916
23391,1044,5,3,Suburb,1956,95602.80543594452
23392,1194,4,3,Suburb,2017,85998.69491981625
23393,2657,5,3,Urban,2018,357270.5672469594
23394,2641,3,3,Urban,2000,286919.35355692287
23395,1529,3,2,Rural,2009,150547.67683810854
23396,1510,3,2,Rural,1952,220279.52788747303
23397,2452,5,1,Urban,2004,240451.35736538604
23398,1232,4,2,Urban,1981,209975.04311744744
23399,1938,3,2,Rural,1999,161297.39448097913
23400,2592,4,1,Urban,2017,272838.01042497606
23401,2506,2,2,Suburb,1959,342984.0154762402
23402,2312,4,3,Rural,1965,244443.0917965473
23403,2183,2,3,Urban,1965,205490.45870345717
23404,1425,5,3,Suburb,1989,187271.29335146007
23405,1350,3,3,Rural,1966,76165.01190025266
23406,1546,5,2,Urban,2011,179316.09947066128
23407,1580,5,3,Urban,1951,172913.83944110887
23408,1245,4,1,Suburb,2021,119857.3905842438
23409,2827,2,1,Rural,1989,313460.6360440658
23410,1613,5,2,Suburb,2018,146233.25006138225
23411,1871,2,2,Suburb,2019,333013.002043145
23412,1012,4,2,Urban,1999,96178.39016598451
23413,2935,4,3,Suburb,1988,346660.8217307004
23414,2413,4,3,Urban,2018,237056.44189865148
23415,2299,4,1,Rural,1955,271862.8193243971
23416,2938,4,3,Rural,1979,354714.62686827395
23417,1511,2,1,Suburb,1969,157878.64782518928
23418,1621,3,3,Rural,1979,208578.6561592437
23419,2223,2,3,Rural,1955,231235.58327459963
23420,2006,5,2,Urban,1990,261763.7378074816
23421,1376,4,1,Urban,2010,168071.40065097253
23422,1160,5,2,Suburb,1958,146096.00857972662
23423,2435,5,1,Rural,2018,312147.4149351553
23424,1483,3,1,Suburb,2018,245467.84365643736
23425,1017,3,1,Rural,2001,186579.6658251927
23426,2088,5,1,Suburb,1955,213786.52581500707
23427,1125,5,3,Rural,2014,113032.008036702
23428,2794,3,1,Suburb,2014,329757.6946773218
23429,2831,5,3,Suburb,2012,270398.79456228385
23430,2207,4,2,Urban,1977,257359.4178769814
23431,2077,3,2,Urban,1982,217499.14995000977
23432,1488,3,2,Urban,2010,160513.13209753972
23433,2312,2,2,Urban,1997,313396.0336518705
23434,1035,2,2,Suburb,1981,165349.23656470818
23435,1472,5,1,Suburb,1995,127963.43417266036
23436,2375,4,1,Suburb,1984,199631.95597372612
23437,2480,2,3,Rural,2014,269902.7605349703
23438,1764,3,1,Suburb,1983,237285.5850690705
23439,2872,5,3,Urban,1952,248422.88986590283
23440,1503,2,3,Rural,1967,218125.0269577101
23441,2629,2,3,Suburb,1971,358335.65548386105
23442,2187,5,3,Urban,1959,264743.8025568471
23443,1527,4,2,Suburb,1981,179600.36746435583
23444,1122,4,2,Suburb,1959,158287.3112009881
23445,1092,4,2,Suburb,1965,209201.4246515416
23446,1356,3,3,Urban,1973,192023.2798966308
23447,2852,3,1,Urban,1971,290552.0529610592
23448,1698,4,3,Rural,1995,215445.4022593447
23449,2653,4,3,Rural,1981,303024.389695718
23450,2140,4,1,Rural,2000,206064.3388152385
23451,1105,4,2,Rural,1999,130992.73039420016
23452,1168,3,2,Suburb,2013,80125.89269751502
23453,2137,5,2,Urban,1980,297821.8596648525
23454,2536,5,2,Urban,1969,204803.98973555324
23455,2914,4,3,Urban,1989,348240.71913718444
23456,1297,3,1,Rural,1983,121535.75834133336
23457,2036,2,3,Suburb,2015,200941.2928707357
23458,1243,5,2,Rural,1958,206739.88979627247
23459,2285,3,2,Rural,2006,251299.71404709693
23460,2806,2,3,Suburb,2009,185105.00781561603
23461,2611,2,2,Suburb,1999,184344.2910426637
23462,2007,3,2,Rural,2005,283610.3115664113
23463,2652,2,2,Urban,2004,235088.26123026863
23464,2438,2,2,Rural,1953,233278.0748038565
23465,2548,5,1,Urban,1959,391462.6027812435
23466,1008,2,2,Rural,1955,46884.86500036724
23467,1458,3,3,Rural,1960,250389.851347752
23468,1971,3,3,Rural,1968,188001.30638383343
23469,1411,3,1,Urban,1959,136685.72072803116
23470,2548,4,2,Suburb,2015,165852.793889915
23471,2833,3,2,Urban,1993,317750.46477688866
23472,2861,5,1,Suburb,1965,226073.00721017117
23473,2779,5,1,Suburb,1952,282033.12039455946
23474,2269,5,1,Suburb,1971,160482.7330604747
23475,1917,3,1,Rural,2004,202148.89383304832
23476,2633,4,3,Urban,1984,249493.62344304597
23477,2871,3,2,Rural,1992,354120.1213144133
23478,1077,4,2,Rural,1971,177203.3673646939
23479,1670,3,3,Rural,1963,201387.012871828
23480,1578,5,3,Rural,1994,200247.25377127543
23481,2637,2,1,Urban,2001,167277.57875989398
23482,2213,2,2,Suburb,1979,244650.7527941014
23483,1752,5,3,Urban,2007,117112.02709466797
23484,1511,3,1,Suburb,2015,160304.21851838182
23485,1053,4,3,Suburb,2005,96856.0932254072
23486,1778,3,3,Urban,1969,217089.91641335384
23487,2726,2,3,Rural,2009,358678.3785401207
23488,1603,2,1,Rural,1991,141704.03713382117
23489,1188,3,2,Urban,1966,174336.77054683294
23490,1243,5,2,Rural,1983,216797.6756285819
23491,1101,2,3,Rural,1990,173989.4324686891
23492,1767,4,3,Suburb,1953,188496.8815987964
23493,2786,5,2,Urban,1991,403980.1709141894
23494,2984,2,1,Rural,1980,363023.7578758426
23495,2137,3,2,Suburb,2019,230824.062848526
23496,1933,5,2,Rural,2002,230166.12743708843
23497,2021,5,1,Suburb,1971,92641.62211021264
23498,1918,3,1,Suburb,1958,185676.012438291
23499,2253,2,2,Suburb,2020,270572.5843789998
23500,1118,3,2,Suburb,1983,161519.70378467988
23501,1784,5,3,Urban,1983,277987.09927413485
23502,1595,3,3,Suburb,1977,247677.06258741263
23503,1928,5,2,Rural,1984,281386.891246877
23504,2320,3,1,Rural,2010,300103.3038789367
23505,1450,2,3,Rural,1984,114157.79096669098
23506,2513,5,3,Urban,2009,300529.0391921121
23507,2564,5,2,Urban,2007,242137.83288192027
23508,2285,3,1,Suburb,1990,208710.02096464383
23509,1819,4,2,Suburb,1978,198841.96661757972
23510,1753,2,3,Urban,1993,237420.58221945705
23511,1442,3,1,Rural,1950,138937.56058590076
23512,2819,3,1,Urban,2001,207258.8759663719
23513,2166,2,2,Suburb,1982,189101.0927471729
23514,1404,5,1,Suburb,1966,184800.95206916227
23515,1219,3,2,Rural,2014,127693.86082761727
23516,1755,5,3,Suburb,1997,156988.34362005844
23517,1863,4,2,Suburb,2006,252097.71188326445
23518,1693,3,2,Suburb,2010,180946.0395882828
23519,1278,5,3,Rural,1972,194061.9419680958
23520,2136,3,2,Urban,1965,249966.17802879037
23521,2946,5,1,Suburb,2006,362478.8768443532
23522,1446,3,2,Rural,2009,84243.37974217103
23523,1478,4,1,Suburb,2003,217167.9174339374
23524,2320,5,1,Urban,1955,306115.0386074973
23525,1897,4,1,Urban,1962,282377.40650573646
23526,1668,5,1,Rural,1994,153981.12932295486
23527,2979,2,2,Suburb,1967,257150.98294244427
23528,2397,2,2,Suburb,1965,283920.13648066536
23529,1818,2,1,Rural,1963,148506.3195442265
23530,2173,4,3,Rural,2014,337377.90126102103
23531,2629,2,2,Rural,1968,305353.37927441427
23532,2403,2,1,Urban,2014,323808.94696318335
23533,1233,5,2,Urban,1972,208431.81032843445
23534,1113,5,3,Urban,1983,258836.46074926888
23535,2575,4,1,Urban,2003,353198.0831923571
23536,2571,2,3,Suburb,2011,266753.94220669125
23537,2271,3,2,Suburb,1951,232610.32990008965
23538,2799,4,3,Rural,2002,303887.64276132063
23539,1018,3,2,Rural,1985,141175.59842434386
23540,1530,3,1,Suburb,1980,236147.83115796116
23541,2710,2,3,Rural,2002,329115.0412060663
23542,2011,5,3,Suburb,2015,247716.48803208928
23543,2366,4,1,Suburb,2012,285799.90975052514
23544,2720,5,3,Suburb,1973,350975.2789114668
23545,1289,5,1,Rural,2021,186586.16781371253
23546,1755,5,3,Suburb,1967,233915.14317391955
23547,1870,5,3,Urban,1952,241371.91228056356
23548,2806,3,3,Urban,1950,269994.5311109722
23549,1637,3,3,Urban,1973,279589.9625813632
23550,1559,4,1,Urban,2005,151473.74304145318
23551,1229,2,2,Rural,2014,95586.42991201594
23552,2354,4,1,Urban,1990,232565.50714453403
23553,1608,2,3,Suburb,1982,219319.41132705825
23554,2939,4,3,Rural,1972,329127.9912182725
23555,1760,5,2,Urban,2005,188950.8709849823
23556,1849,5,3,Rural,1957,171270.06607274938
23557,2738,4,2,Rural,1959,351349.51891149936
23558,1079,4,2,Urban,1965,172882.67347541288
23559,2311,4,1,Suburb,1977,228877.9801193508
23560,2479,4,3,Urban,2012,330707.8458319809
23561,2548,2,3,Suburb,1991,319073.5883988906
23562,1646,5,2,Suburb,1974,194453.4738037648
23563,1813,5,3,Suburb,1965,163273.2404901652
23564,1760,5,1,Urban,1995,98804.6427661017
23565,2958,5,3,Urban,2003,296169.01350402494
23566,1611,5,1,Rural,1997,211952.5423833156
23567,2759,5,2,Suburb,2012,340230.77291450003
23568,2866,2,3,Rural,1974,301254.9797605464
23569,1782,5,3,Rural,1950,220288.0213308014
23570,2007,2,1,Suburb,1988,307104.93522225646
23571,2755,2,1,Suburb,1971,283760.04206592275
23572,2890,2,1,Urban,1991,323538.1667729544
23573,2873,5,1,Rural,1950,385491.42616785807
23574,2884,4,1,Urban,2009,321077.74306272814
23575,1553,3,3,Urban,1967,115575.52196691326
23576,2133,3,3,Urban,1973,264741.0665149862
23577,1974,4,3,Rural,1957,165093.02539339926
23578,1139,4,1,Rural,1970,174405.8120959142
23579,1122,2,2,Suburb,1997,131868.6941534034
23580,2925,2,2,Urban,2009,387497.9527308869
23581,1742,2,1,Suburb,1974,164372.54714412038
23582,1033,3,2,Rural,1980,194930.4799832069
23583,1990,5,1,Urban,1972,252428.06431035997
23584,1246,5,2,Suburb,1969,135238.738420775
23585,1175,3,2,Suburb,1973,161064.71472864342
23586,2125,3,1,Urban,1978,213610.9500801744
23587,2260,2,3,Urban,1985,219887.68706045696
23588,2454,5,2,Urban,1957,254068.8091268235
23589,1117,4,1,Suburb,2002,135749.26201585957
23590,2496,2,2,Rural,2018,348697.18754890445
23591,1726,2,2,Urban,1985,220271.8764243925
23592,1470,5,2,Urban,1989,285757.6795047385
23593,2126,3,1,Suburb,1999,186213.3112093064
23594,1722,2,3,Urban,1976,235182.6153250262
23595,1819,5,1,Suburb,1962,192110.86371586545
23596,1282,3,3,Rural,1959,139193.99536298658
23597,2131,4,1,Urban,1954,245856.44816585703
23598,1555,3,3,Suburb,1984,158491.15120114994
23599,2814,5,1,Urban,1954,284055.4355748952
23600,2463,3,2,Rural,2010,263197.61350887746
23601,1465,3,1,Suburb,2005,117529.0601577416
23602,2411,4,1,Suburb,1950,250085.2094011555
23603,1224,4,2,Rural,1990,145308.84314194604
23604,2700,5,1,Urban,2019,295718.67319806304
23605,2449,2,1,Rural,1979,355307.5382917937
23606,2101,4,2,Suburb,1976,111814.31759207883
23607,1721,3,3,Rural,2012,149188.95252165996
23608,2211,5,3,Suburb,1969,195035.65005577897
23609,2499,5,2,Urban,1979,320123.698414327
23610,2227,3,3,Suburb,1990,241789.7411337914
23611,1947,4,1,Suburb,1979,192826.56835228088
23612,1177,3,3,Rural,1957,175607.55771054135
23613,2776,4,1,Rural,1968,268204.53539333266
23614,2786,3,2,Urban,1952,307688.77894596744
23615,2168,2,3,Rural,2004,296192.3863938632
23616,2336,4,1,Urban,1984,318599.61309164175
23617,2154,5,1,Suburb,1983,257814.96696543065
23618,1809,5,1,Suburb,2006,231317.74061487452
23619,2272,5,2,Suburb,2020,231754.4505624128
23620,2651,4,1,Suburb,2005,259063.3538352506
23621,2921,2,1,Suburb,1977,331405.50764284434
23622,2693,4,1,Rural,1972,183832.9944155049
23623,1401,2,2,Rural,1998,120923.73077059878
23624,2503,3,2,Urban,1954,234206.9069280748
23625,2571,2,3,Urban,1999,182437.8597374364
23626,2212,3,1,Rural,1960,280629.8172554078
23627,1518,4,1,Suburb,1956,189791.54518574665
23628,2489,2,2,Urban,1976,232710.79495865805
23629,1852,4,1,Rural,1954,156793.64226877288
23630,2033,4,3,Urban,1990,189673.98896954095
23631,2692,2,3,Rural,1962,230926.29809658605
23632,2409,5,2,Suburb,1997,244005.86418441817
23633,2092,5,1,Suburb,1957,249704.96399802747
23634,2242,2,3,Urban,1967,206704.71908125217
23635,1373,4,1,Rural,1957,71731.26253815171
23636,2415,2,2,Rural,1965,242540.4856509876
23637,2304,5,1,Rural,1970,187819.92773118327
23638,1730,5,3,Rural,1984,235250.59144566744
23639,1091,5,1,Suburb,1973,186543.4945579092
23640,1125,4,2,Rural,1973,198715.37629944284
23641,1885,5,2,Urban,1990,251294.58656565228
23642,1444,5,3,Rural,1952,105488.09083210796
23643,1822,2,3,Suburb,1951,271052.1702754946
23644,2039,2,2,Urban,1952,242474.7973390808
23645,1775,3,1,Urban,1956,167009.36850201804
23646,2762,5,2,Suburb,1997,297581.3385653364
23647,2562,3,2,Urban,1987,289330.59789734206
23648,1474,5,3,Urban,1959,129779.85340977642
23649,2184,5,2,Suburb,1983,244893.163844175
23650,1859,3,3,Rural,2001,292622.4002294747
23651,1743,4,1,Suburb,1967,176987.1457924169
23652,1048,5,2,Urban,1967,230726.07617545343
23653,2368,5,3,Suburb,1990,230627.47911611397
23654,2091,5,2,Suburb,1959,298536.8939383533
23655,2234,2,1,Rural,2009,218143.1092080271
23656,1895,4,1,Rural,1957,277211.0680832452
23657,2465,4,2,Suburb,1966,348938.2234317134
23658,1420,3,3,Suburb,1962,172545.46399736003
23659,2638,5,1,Rural,2014,318282.41602963314
23660,2541,4,1,Urban,1976,250959.8071228712
23661,2847,2,3,Rural,1962,322235.58939552575
23662,2028,3,1,Suburb,1977,264378.0676366038
23663,2807,2,1,Suburb,2017,235371.64016341532
23664,2912,5,2,Rural,1986,260770.04071933497
23665,1873,3,3,Rural,2009,141142.74383139488
23666,2251,3,2,Suburb,1973,229588.77216987047
23667,1366,5,3,Urban,1957,108058.06849197327
23668,1218,2,2,Urban,2005,103758.92990074393
23669,1962,5,2,Urban,1975,284390.3164892058
23670,1820,3,1,Suburb,1981,139822.30353877146
23671,2122,2,1,Suburb,1965,202044.4191986813
23672,1573,4,1,Suburb,1984,259362.2082185908
23673,1881,3,3,Urban,2007,250379.1935247644
23674,2206,5,2,Rural,1976,357062.6190461984
23675,2384,5,1,Rural,1994,360018.851129933
23676,2187,2,2,Rural,1957,279837.6639651476
23677,2049,4,3,Suburb,1991,236049.7019338134
23678,1200,2,1,Rural,1996,43816.18276995073
23679,1687,2,1,Suburb,2002,130383.649751031
23680,2420,2,2,Suburb,2018,245438.07279482557
23681,2144,5,1,Rural,2013,282363.1932974877
23682,1962,2,1,Suburb,1983,213417.60856342723
23683,2058,4,2,Rural,1966,249558.03719489815
23684,2487,5,1,Rural,2021,290292.42555691523
23685,2765,3,3,Suburb,1975,312595.79804283334
23686,1660,3,2,Urban,1990,181248.5882742991
23687,2633,5,1,Rural,2021,271722.7495778197
23688,1783,5,3,Urban,2008,245112.29997890364
23689,2553,4,2,Urban,2007,302361.6960313701
23690,1216,4,3,Rural,1970,82277.71713417117
23691,1987,3,3,Rural,1971,177717.1758026845
23692,1178,4,3,Rural,1991,193378.4011792504
23693,2349,4,2,Suburb,1985,225040.7855343656
23694,1456,3,2,Urban,2012,135940.5243856832
23695,1243,3,3,Rural,1966,190850.24120055567
23696,2250,5,1,Urban,2018,257908.7510411784
23697,1812,5,2,Urban,1967,211524.3091701523
23698,2530,5,1,Urban,1992,264310.1469803464
23699,1240,3,3,Suburb,1984,191600.20059815
23700,1800,2,1,Rural,1982,183373.13145861737
23701,2791,4,1,Urban,1962,368061.4016799666
23702,1671,3,2,Urban,1978,172812.03693289906
23703,1838,5,3,Urban,1969,337441.0786319709
23704,1962,5,2,Rural,2005,206093.6693045261
23705,1288,4,2,Rural,1950,239699.20169703168
23706,1975,3,3,Suburb,2000,168083.37015617246
23707,1704,2,3,Urban,2019,180032.5445483293
23708,2202,5,3,Rural,1955,300619.9218356138
23709,2534,4,3,Suburb,1957,257064.3096269331
23710,2475,2,3,Rural,1977,259108.9371220938
23711,1956,2,2,Suburb,1976,202641.3187910829
23712,1449,5,3,Rural,1991,128933.44184048026
23713,1701,4,1,Urban,1966,150477.21356407495
23714,2617,2,2,Rural,1995,304459.1728951275
23715,1008,5,3,Rural,1981,117897.82429133164
23716,2931,3,3,Urban,2003,260930.0314695309
23717,2955,2,1,Urban,2011,305961.94066227623
23718,1256,3,2,Suburb,1986,179176.666556816
23719,2104,2,2,Suburb,2009,245583.06224644708
23720,2027,4,1,Urban,1991,125776.0376420687
23721,2194,3,1,Urban,2012,207016.0872629696
23722,1847,2,2,Urban,1960,185298.2408474053
23723,2342,4,1,Rural,2000,309897.83141847805
23724,2910,3,2,Urban,1969,326404.5542002182
23725,2837,5,2,Urban,1985,380188.1599981719
23726,1453,3,2,Rural,1984,135675.61189243727
23727,1684,2,3,Rural,2016,163654.95733888858
23728,1039,4,3,Suburb,1982,155453.05756817514
23729,1232,2,3,Rural,1987,215357.77988658065
23730,2039,2,1,Suburb,1950,210631.1481103252
23731,1103,4,2,Rural,1951,133167.75618159375
23732,2055,4,2,Urban,1967,267154.566446112
23733,1750,4,3,Urban,1986,256049.33011715143
23734,1693,5,1,Rural,1978,203181.5338518305
23735,1865,2,3,Rural,2000,193571.51438548704
23736,2214,2,3,Urban,2012,339046.48840088025
23737,1398,4,1,Suburb,2000,170696.0684993231
23738,1722,3,2,Urban,2010,217827.1512791816
23739,2874,3,2,Rural,1984,271110.9486771508
23740,1526,2,3,Urban,1982,207083.9599126886
23741,2944,3,2,Suburb,1978,380940.9156861864
23742,2894,2,1,Urban,2001,338492.12242830795
23743,2059,4,2,Urban,1954,179441.57168513417
23744,1921,3,1,Suburb,1969,256325.2326751268
23745,1056,4,3,Urban,1990,164034.16907406985
23746,1855,5,3,Urban,1975,167037.7117003663
23747,2362,4,2,Urban,1987,325042.3544430669
23748,1743,4,3,Rural,1972,303656.68397210387
23749,2665,5,3,Rural,2013,315216.2853954758
23750,2573,5,3,Suburb,1965,280407.3525945124
23751,2500,3,1,Rural,2009,364492.74529494153
23752,1449,4,1,Urban,2017,255717.44098276453
23753,1715,5,3,Urban,2000,154947.55688056414
23754,2992,4,1,Urban,2000,374777.58536489937
23755,2823,5,1,Rural,1978,370667.4460969007
23756,1986,4,3,Rural,1993,118104.70307375622
23757,2368,2,2,Rural,1959,285552.6437072246
23758,1460,4,1,Urban,1953,150300.59692365484
23759,1105,5,3,Suburb,1993,129718.87756268156
23760,2591,4,2,Suburb,2020,357649.291475591
23761,1702,2,3,Rural,1965,160150.32006970732
23762,2203,2,2,Suburb,2010,294099.9274171592
23763,1162,3,2,Urban,1983,142461.17280811677
23764,1466,4,3,Suburb,1979,227503.9984384483
23765,2421,3,1,Suburb,2009,275298.4935655937
23766,1097,5,1,Rural,2000,90847.33174297107
23767,1651,4,2,Suburb,1973,205754.827164029
23768,2141,2,2,Urban,1985,294582.29779689567
23769,2640,2,2,Suburb,1989,306179.2968245623
23770,1847,4,1,Urban,1969,152956.0524836793
23771,2857,5,1,Rural,1951,348870.66341364355
23772,1200,4,2,Urban,1950,25583.27888559729
23773,1605,2,3,Rural,1973,186155.8942597216
23774,2855,3,2,Rural,1963,359727.4209829996
23775,1531,3,3,Suburb,2017,245119.60755862508
23776,1132,2,1,Suburb,1976,111109.79717025504
23777,1904,3,3,Rural,1989,222849.69127069044
23778,2304,2,3,Suburb,2007,222730.0810671333
23779,1188,4,1,Rural,1950,62989.080912721736
23780,1745,5,2,Urban,2021,237118.7303332388
23781,1719,5,1,Suburb,1967,155432.5697396407
23782,1295,2,2,Urban,2015,89879.80749908279
23783,2162,5,1,Rural,1993,296209.161672246
23784,2808,4,3,Rural,1962,340154.39201171376
23785,2190,5,1,Suburb,1979,420235.7013392302
23786,2317,2,3,Suburb,1982,314205.761622308
23787,1575,2,3,Rural,1991,121702.20500007278
23788,1770,5,2,Rural,1995,249950.7986610029
23789,1704,4,3,Urban,1983,203600.66238096144
23790,1245,5,1,Rural,1975,167679.72840249693
23791,2761,3,3,Urban,2003,373287.7436457863
23792,2227,4,1,Urban,2011,201127.40418780688
23793,1507,5,2,Rural,1961,193461.33057355628
23794,1534,5,1,Suburb,1952,207867.90568406583
23795,1830,2,1,Suburb,1963,185094.17731338023
23796,1898,5,3,Rural,2002,214380.94145792737
23797,2218,5,1,Urban,1999,299257.45591633336
